 Population,Total area of land transferred squaremeters,Houseage,shiftinglevel,Total number of floors,building state,Building transfer total area squaremeters,Room,Hall,Bathroom,Compartment,management,Unit price square meters
10.19,34.28,27,5,16,5,253.79,4,2,2,1,1,47283
10.19,89,42,0,2,3,95.16,3,2,2,1,0,126103
10.19,25.38,24,3,12,5,197.77,4,2,2,1,1,44496
10.19,19.84,24,4,16,5,182,3,1,2,1,1,46154
10.19,78,23,0,3,3,155.55,4,2,2,1,0,64288
10.19,20.9,25,7,11,5,122.08,3,2,2,1,1,51360
10.19,15.94,5,2,10,4,81.42,3,2,2,1,1,55269
10.19,86,35,0,2,3,118.73,6,2,3,1,0,120441
10.19,16.12,13,11,11,5,117.47,2,2,1,1,1,49374
10.19,314.2,23,0,2,3,219.97,5,3,5,1,1,52280
10.19,15.44,36,4,5,2,75.62,3,2,1,1,0,47871
10.19,21.25,33,5,5,2,82.12,3,2,1,1,0,34340
10.19,17.6,4,6,14,5,122.1,2,2,1,1,1,56347
10.19,30.25,33,2,5,2,112.45,3,2,2,1,0,46687
10.19,10.98,22,6,14,5,156.09,3,2,3,1,1,49331
10.19,27.23,5,10,12,5,171.13,3,2,2,1,1,59662
10.19,19.75,27,12,12,5,117.15,3,2,1,1,1,46948
10.19,14.1,36,2,5,2,52.5,2,2,1,1,0,69524
10.19,17.67,26,3,13,5,147.46,4,2,2,1,1,49369
10.19,11.13,8,7,12,5,78.06,1,1,1,1,1,73021
10.19,28.26,26,3,11,5,221.57,4,2,2,1,1,50548
10.19,20.95,24,12,12,5,126.43,3,2,2,1,1,37649
10.19,24.67,28,2,7,4,140.37,3,2,2,1,1,55354
10.19,4,24,15,16,5,34.48,1,0,1,1,1,37703
10.19,7.3,22,16,24,5,129.02,3,2,2,1,1,51155
10.19,16.77,26,5,16,5,151.45,4,2,2,1,1,46883
10.19,19.3,36,4,5,2,62.94,3,1,1,1,0,39720
10.19,16,23,6,9,4,124.02,3,2,2,1,1,51443
10.19,22.42,26,5,7,4,126.81,3,1,2,1,1,49681
10.19,21.77,36,5,5,2,81.96,5,2,2,1,0,33553
10.19,10.58,6,13,22,5,124.76,2,2,2,1,1,73341
10.19,24.77,29,3,6,4,120.89,2,2,2,1,0,42601
10.19,15.96,24,6,17,5,172.97,3,2,2,1,1,49141
10.19,14.46,25,13,15,5,137.67,3,1,2,1,1,29055
10.19,23.4,26,4,5,4,104.41,2,2,2,1,0,44057
10.19,14.72,29,2,5,1,67.16,0,0,0,0,0,31269
10.19,30.68,5,5,12,5,188.76,3,2,1,1,1,60712
10.19,16.05,21,5,9,4,107.79,2,2,1,1,1,62564
10.19,13.53,13,9,13,5,127,3,2,2,1,1,69291
10.19,30.8,5,9,19,5,265.07,4,2,2,1,0,82997
10.19,29.45,37,5,5,2,113.14,7,0,7,1,0,43309
10.19,16.72,19,16,16,5,147,3,2,2,1,1,57007
10.19,14.04,28,4,7,4,72.27,3,1,1,1,1,52588
10.19,32.47,26,7,7,4,187.05,6,2,2,1,1,41433
10.19,155,46,0,1,3,64.76,3,1,1,1,0,236257
10.19,12.53,25,8,16,5,108.54,2,2,1,1,1,48830
10.19,6.74,26,4,12,1,53.88,1,1,1,1,1,47884
10.19,23.45,5,11,14,5,162.69,3,2,2,1,1,53169
10.19,15.46,26,13,13,5,126.1,3,2,2,1,0,55511
10.19,24,31,5,5,2,86.31,5,2,3,1,1,31051
10.19,26.76,27,3,5,2,86.66,3,2,2,1,0,44773
10.19,15.47,22,6,7,4,96.13,2,2,1,1,1,48892
10.19,26.3,25,2,8,4,150.46,3,2,2,1,1,47189
10.19,8.77,28,5,7,1,54.27,1,1,1,1,1,53989
10.19,25.18,27,9,26,5,213.11,3,2,2,1,1,47487
10.19,34.36,26,4,5,2,81.32,3,2,2,1,1,55337
10.19,17.69,27,1,6,4,87.52,3,2,2,1,1,51051
10.19,94.3,30,0,2,3,129.18,6,3,3,1,0,88094
10.19,20.42,26,5,13,5,123.95,3,2,2,1,0,49213
10.19,20.61,26,5,7,4,126.17,3,2,2,1,1,55481
10.19,21.02,27,6,8,4,116.56,3,2,2,1,1,53191
10.19,26.97,33,5,5,2,107.12,3,2,2,1,0,36408
10.19,24.5,5,12,14,5,165.15,3,2,2,1,1,52377
10.19,7.52,24,6,14,5,82.64,2,2,1,1,1,50823
10.19,95,35,0,2,3,146.8,4,2,2,1,0,100817
10.19,23.45,27,10,13,5,155.89,3,1,2,1,1,42338
10.19,9.54,20,2,25,5,120.57,2,1,1,1,1,54740
10.19,71.44,14,0,4,3,154.22,4,3,3,1,0,108935
10.19,6.65,12,11,14,1,54.76,1,1,1,1,1,81264
10.19,14.96,9,12,12,5,144.95,2,2,2,1,1,67334
10.19,13.97,21,6,14,5,143.37,3,2,2,1,1,53010
10.19,9.82,18,2,14,5,79.13,2,1,1,1,1,55857
10.19,11.93,27,7,16,5,141.21,3,2,2,1,1,43906
10.19,90,30,0,4,3,209.89,5,2,3,1,0,65749
10.19,19.89,6,13,15,5,180.8,3,2,2,1,1,57688
10.19,79.35,44,0,2,3,110.46,3,2,2,1,0,50697
10.19,17.53,26,11,12,5,153.16,3,2,2,1,1,39175
10.19,6.71,17,17,24,5,114.13,2,2,1,1,1,53448
10.19,20.65,9,8,12,5,152.88,3,2,2,1,1,54160
10.19,143.37,4,0,4,3,297.1,5,2,5,1,0,84753
10.19,102,32,0,3,3,152.14,4,1,3,1,0,75917
10.19,126,32,0,3,3,152.1,4,1,3,1,0,62130
10.19,10.52,19,14,14,5,84.45,2,2,1,1,1,53286
10.19,15.3,20,3,14,5,173.31,3,2,2,1,0,49045
10.19,11.85,12,6,14,5,97.34,2,2,1,1,1,66776
10.19,9.54,20,5,25,5,101.65,3,2,2,1,1,57846
10.19,299,46,0,1,3,78.84,3,2,1,1,0,348808
10.19,28.19,26,8,12,5,203.63,4,2,2,1,1,42233
10.19,33.23,27,4,7,4,161.57,4,2,2,1,1,41282
10.19,13.46,24,5,8,4,86.27,2,1,1,1,1,54480
10.19,22.13,21,1,9,4,153.29,4,2,2,1,1,50232
10.19,82.2,38,0,2,3,93.11,6,2,3,1,0,42019
10.19,21.02,27,6,8,4,116.09,3,2,2,1,1,52976
10.19,19.59,27,8,16,5,185.46,3,2,2,1,1,41087
10.19,16.25,26,2,7,4,122.45,3,2,2,1,1,48183
10.19,25,30,2,5,2,76.1,3,2,1,1,0,40473
10.19,83,46,0,1,3,59.01,3,2,1,1,0,118624
10.19,5.97,25,15,16,1,46.92,1,1,1,1,1,52643
10.19,10.58,24,6,7,4,88.3,2,1,1,1,1,50396
10.19,13.49,27,5,7,4,94.78,3,2,2,1,1,52754
10.19,25.36,5,13,14,5,141.77,2,2,1,1,1,51915
10.19,19.25,39,4,4,2,82.37,4,0,4,1,0,43705
10.19,8.06,28,5,16,5,96.97,2,2,1,1,1,46411
10.19,21.17,5,9,12,5,165.13,3,2,2,1,1,49658
10.19,10.08,24,7,22,5,148.5,3,2,2,1,1,47138
10.19,10.25,6,18,22,5,121.37,2,1,2,1,1,72176
10.19,23.32,26,8,10,4,119.98,3,2,2,1,1,45841
10.19,14.31,7,3,14,5,133.02,3,2,2,1,1,72019
10.19,115,38,0,2,3,171.81,4,1,3,1,0,23282
10.19,23.29,5,9,12,5,142.8,3,2,2,1,1,69865
10.19,26.24,24,3,7,4,143.81,3,2,2,1,1,41722
10.19,70,33,0,2,3,118.62,4,2,2,1,0,40465
10.19,8.07,17,3,24,5,118.58,3,2,2,1,1,56502
10.19,9.54,21,3,25,5,129.54,2,2,2,1,1,54809
10.19,87,46,0,2,3,90.48,0,2,2,1,0,52498
10.19,717.82,28,0,3,3,302.97,3,3,4,1,0,34657
10.19,13.28,25,12,12,5,149.98,3,2,2,1,1,39339
10.19,17.94,19,2,14,5,153.98,3,2,2,1,1,40525
10.19,12.13,27,2,8,4,85.21,3,2,2,1,1,49290
10.19,28.02,5,9,19,5,243.45,4,2,2,1,1,96412
10.19,9.3,25,2,14,5,98.54,1,2,1,1,1,39882
10.19,6.24,23,6,8,1,38.34,1,1,1,1,1,67814
10.19,100,31,0,2,3,151.41,4,2,3,1,0,72650
10.19,4.12,21,4,25,1,53.14,1,1,1,1,1,67369
10.19,94.8,30,0,2,3,127.78,5,2,4,1,0,109250
10.19,20.1,27,12,25,5,249.41,4,2,2,1,1,36887
10.19,19.47,5,7,11,5,113.04,3,2,2,1,1,53963
10.19,24.05,5,6,12,5,182.43,3,2,2,1,1,49882
10.19,12.2,28,6,14,5,102.83,3,2,1,1,1,49596
10.19,12.24,28,6,7,4,72.83,2,1,1,1,1,55746
10.19,19.61,26,7,8,4,167.4,4,2,2,1,1,46894
10.19,21.67,13,10,14,5,210.94,4,2,2,1,1,73481
10.19,26.35,33,1,5,2,85.01,3,2,2,1,1,50994
10.19,19.41,5,12,12,5,130.97,2,2,1,1,1,63221
10.19,22.73,6,14,15,5,137.3,3,2,2,1,1,57757
10.19,34.75,25,6,8,4,226.79,3,2,2,1,1,42771
10.19,175,46,0,1,3,91.94,3,2,2,1,0,205351
10.19,20.84,8,9,12,5,125.42,2,2,1,1,1,50072
10.19,88,15,0,4,3,165.68,3,2,3,1,0,76654
10.19,15.14,26,11,12,5,129,3,2,2,1,1,56202
10.19,10.62,27,10,16,5,120.66,3,2,2,1,1,51384
10.19,14.52,25,2,7,4,84.16,2,2,2,1,1,67490
10.19,23.83,36,4,5,2,103.61,3,2,2,1,0,45845
10.19,22.41,37,4,5,2,69.29,3,2,1,1,0,53687
10.19,26.81,39,4,5,2,87.05,3,2,2,1,0,32165
10.19,17.9,25,2,9,4,103.65,3,2,1,1,1,50169
10.19,19.07,28,5,13,5,119.65,3,2,2,1,1,38449
10.19,81,38,0,2,3,104.94,4,3,2,1,0,114828
10.19,25.33,34,5,5,2,117.79,4,3,3,1,0,36506
10.19,18.44,5,11,11,5,108.06,4,2,2,1,1,55710
10.19,14.14,26,6,13,5,117.54,3,2,2,1,1,49345
10.19,178,37,0,2,3,188.05,4,3,2,1,0,97580
10.19,17.84,19,5,14,5,153.34,3,2,2,1,1,54454
10.19,22.54,20,4,9,4,168.5,4,2,2,1,1,62315
10.19,22.36,28,8,10,4,136.89,3,2,2,1,1,43831
10.19,13.76,5,2,11,5,69.16,2,2,2,1,1,57837
10.19,10.1,27,4,8,4,58.19,2,2,1,1,1,57570
10.19,14.58,26,6,6,4,77.36,2,1,1,1,1,47828
10.19,19.83,29,1,6,4,100.55,2,1,1,1,1,50721
10.19,17.96,25,16,16,5,177.52,3,2,2,1,1,48173
10.19,85.26,22,0,4,3,202.31,4,3,3,1,1,50912
10.19,18.18,25,3,8,4,106.3,2,1,1,1,1,47507
10.19,20.9,26,2,13,5,126.16,3,2,2,1,1,45973
10.19,31.23,5,8,12,5,194.1,3,2,2,1,1,59248
10.19,26.92,14,2,11,5,161.09,3,2,2,1,1,55249
10.19,14.63,27,4,5,2,60.64,1,1,1,1,0,42876
10.19,29.02,6,8,15,5,201.25,3,2,2,1,1,55155
10.19,45.89,41,3,4,2,111.33,6,6,6,1,0,67367
10.19,13.7,25,7,14,5,142.02,3,2,2,1,1,51401
10.19,4.5,24,4,8,1,27.7,1,0,1,1,0,37906
10.19,12.8,27,4,7,4,77.2,2,2,1,1,1,53109
10.19,75,34,0,2,3,125.86,5,2,3,1,0,109646
10.19,20.9,26,13,13,5,125.59,3,2,2,1,1,53030
10.19,21.91,5,5,15,5,194.19,3,2,2,1,1,64042
10.19,328,45,0,1,3,72.2,3,2,1,1,0,315789
10.19,9.52,27,6,8,4,61.03,2,1,1,1,1,49975
10.19,23.12,5,14,14,5,130.88,3,2,2,1,1,53102
10.19,14.5,7,1,14,5,140.7,3,2,2,1,1,68941
10.19,19.6,33,3,5,2,84.83,3,2,1,1,0,42438
10.19,14.55,23,5,16,5,151.5,3,2,2,1,1,49505
10.19,13.62,25,17,17,5,146.93,3,2,2,1,1,47506
10.19,21.83,34,2,5,2,99.27,3,1,1,1,0,35257
10.19,11.46,25,9,12,5,131,4,2,2,1,1,38168
10.19,19.5,28,2,7,4,117.78,3,2,2,1,1,49244
10.19,18.71,20,12,12,5,148.62,3,2,2,1,1,53156
10.19,11.04,12,12,14,5,103.63,2,2,1,1,1,71484
10.19,13.63,22,8,16,5,124.71,3,2,2,1,1,53725
10.19,27.56,6,5,15,5,162.25,3,2,2,1,1,57319
10.19,26.22,10,4,10,4,142.83,3,2,2,1,1,58811
10.19,274,36,0,2,3,67.75,6,1,5,1,0,311439
10.19,91,29,0,4,3,252.12,6,2,3,1,0,53546
10.19,15.23,24,4,8,4,93.44,3,2,2,1,1,53510
10.19,9.44,25,4,17,5,115.05,3,2,2,1,1,19122
10.19,12.76,25,12,15,5,107.41,3,2,2,1,1,49809
10.19,82,32,0,2,3,129.5,4,2,2,1,0,92664
10.19,22.07,14,4,9,4,161.34,3,2,2,1,0,64460
10.19,10.5,6,5,22,5,125.14,2,2,2,1,1,76714
10.19,21.07,35,2,5,2,72.9,3,2,1,1,0,32922
10.19,26.19,25,8,13,5,157.77,3,2,2,1,1,36129
10.19,31.6,20,10,13,5,160.1,3,2,2,1,1,44035
10.19,13.75,26,4,12,5,117.92,3,2,2,1,1,47659
10.19,17.45,21,7,9,4,119.47,3,1,1,1,1,48548
10.19,22.25,14,8,9,4,161.91,3,2,2,1,1,67939
10.19,5.75,24,4,8,4,60.01,1,1,1,1,0,33328
10.19,16.72,19,13,16,5,147.37,3,2,2,1,1,60392
10.19,21.84,28,10,10,4,132.75,3,2,2,1,1,46102
10.19,17.52,26,2,7,4,105.31,3,2,2,1,1,52227
10.19,10.25,6,5,22,5,120.57,2,2,1,1,1,79622
10.19,15.61,28,6,14,5,132.81,3,2,2,1,1,43671
10.19,69,32,0,2,3,107.78,4,1,4,1,0,96493
10.19,18.44,27,7,8,4,119.28,3,2,2,1,1,48625
10.19,42.94,28,5,7,4,218.21,4,2,2,1,1,35745
10.19,86,35,0,2,3,106.59,4,2,2,1,0,103199
10.19,94,49,0,2,3,102.63,4,2,2,1,0,102309
10.19,20.38,27,1,7,4,102.22,3,2,2,1,0,46958
10.19,140,5,0,4,3,212.67,4,2,3,1,0,70532
10.19,26.97,33,4,5,2,107.12,3,2,2,1,0,35474
10.19,10.49,28,7,14,5,88.32,3,2,1,1,0,50385
10.19,12.92,23,7,8,4,84.7,2,2,1,1,0,55490
10.19,16.62,25,8,9,4,97.68,3,2,2,1,1,40643
10.19,23.14,28,4,7,4,130.12,3,2,2,1,1,46111
10.19,18.17,22,4,7,1,112.96,3,2,2,1,1,44086
10.19,16.95,23,10,12,5,153.23,3,2,2,1,1,57104
10.19,101,33,0,2,3,162.93,6,2,3,1,0,110109
10.19,136,32,0,2,3,143.71,4,2,2,1,0,139169
10.19,28.71,27,3,5,2,66.79,3,1,1,1,0,65848
10.19,18.3,5,7,12,5,121.37,2,2,1,1,1,71920
10.19,24.99,7,12,12,5,151.23,3,2,2,1,1,61826
10.19,11.23,19,2,14,5,100.52,2,2,1,1,1,56705
10.19,115.89,42,0,2,3,108,4,2,3,1,0,69444
10.19,41.25,44,3,4,2,107.43,5,0,5,1,0,65159
10.19,8.12,22,9,15,5,86.98,3,2,1,1,0,53461
10.19,5.96,26,5,8,1,33.66,1,1,1,1,1,35651
10.19,29.24,19,5,5,2,115.67,4,2,2,1,0,44955
10.19,20.84,5,15,15,5,184.62,3,2,2,1,1,61207
10.19,16.13,26,7,9,4,118.69,3,2,2,1,1,46760
10.19,34.18,39,3,4,2,76.61,3,2,1,1,0,43075
10.19,7.56,28,4,13,5,68.93,2,1,1,1,1,65284
10.19,18.38,26,2,15,5,122.74,4,2,2,1,1,51165
10.19,17.32,23,2,9,4,117.68,3,2,2,1,1,52685
10.19,12,25,6,11,5,72.61,2,2,1,1,1,52334
10.19,20.33,5,5,11,5,118.03,4,1,2,1,1,55071
10.19,16.13,26,4,9,4,118.69,3,2,2,1,1,47603
10.19,24.95,5,10,12,5,149.81,3,2,2,1,1,70089
10.19,14.98,27,2,7,4,95.24,2,2,1,1,0,48299
10.19,12.84,18,3,8,4,72.4,2,2,1,1,1,48343
10.19,7.27,27,2,14,1,51.14,1,0,1,1,1,44975
10.19,110,25,0,4,3,289.63,5,3,4,1,0,14501
10.19,141.29,14,0,4,3,222.99,4,3,4,1,1,90587
10.19,120,37,0,2,3,123.98,7,2,3,1,0,120987
10.19,17.24,27,5,8,4,95.21,3,2,2,1,1,50940
10.19,26.32,26,7,7,4,122.01,3,2,2,1,1,40570
10.19,21.15,26,5,7,4,105.14,3,2,2,1,1,51360
10.19,20.8,39,4,5,2,92.78,3,1,2,1,0,21556
10.19,21.13,13,14,14,5,223.2,4,2,2,1,1,81093
10.19,19.48,26,3,7,4,116.75,3,2,2,1,1,57816
10.19,21.79,24,10,12,5,146.69,3,2,2,1,1,51946
10.19,17.2,27,3,5,2,54.76,2,2,1,1,0,52958
10.19,10.22,19,2,14,5,82.25,2,1,1,1,1,54103
10.19,18.85,5,5,12,5,121.92,2,2,1,1,1,67667
10.19,7.99,27,6,16,5,89.09,2,2,2,1,1,49164
10.19,13.99,22,6,16,5,126.51,3,2,2,1,1,54936
10.19,27.79,25,5,13,5,172.06,3,2,2,1,1,43589
10.19,11.99,25,7,17,5,132.76,3,2,2,1,1,42633
10.19,17.1,32,3,11,5,142.54,3,2,2,1,1,46654
10.19,5.19,27,8,16,5,55.23,1,1,1,1,1,42911
10.19,19.1,27,8,13,5,170.29,3,2,2,1,1,42753
10.19,23.31,13,14,14,5,175.48,4,2,2,1,1,72829
10.19,24,31,5,5,2,86.31,3,2,1,1,1,35917
10.19,13.51,26,4,8,4,84.81,2,2,1,1,1,48343
10.19,40.23,20,2,7,4,186.03,4,2,2,1,1,54830
10.19,15.02,26,13,13,5,124.18,3,2,2,1,1,54357
10.19,11.52,25,11,17,5,150.64,3,2,2,1,1,45144
10.19,8.35,27,8,16,5,98.73,2,2,1,1,1,48415
10.19,10.74,26,7,7,4,73.86,3,1,2,1,1,52803
10.19,21.62,7,2,15,5,197.83,3,2,2,1,1,75559
10.19,7.37,21,20,25,5,94.57,2,1,1,1,1,54457
10.19,21.73,25,16,19,5,257.96,5,2,3,1,1,38766
10.19,32.09,39,2,4,2,70.9,3,2,1,1,0,46262
10.19,10.79,6,10,22,5,126.83,2,2,2,1,1,69384
10.19,22.68,30,3,6,4,117.75,3,2,2,1,1,35669
10.19,22.86,27,5,6,4,114.1,4,2,2,1,1,47239
10.19,29,35,4,5,2,121.48,5,1,4,1,0,47744
10.19,23.13,38,4,5,2,75.03,3,2,1,1,0,53579
10.19,23.29,5,4,12,5,143.26,3,2,2,1,1,60729
10.19,18.95,26,2,16,5,166.76,3,2,2,1,1,44375
10.19,10.65,22,7,15,5,111.66,3,2,2,1,1,46570
10.19,31,31,5,5,2,114.04,3,2,2,1,1,39460
10.19,18.69,25,2,9,4,108.02,3,2,2,1,1,41474
10.19,17.2,27,5,5,2,54.76,2,2,1,1,0,52045
10.19,28.86,36,5,5,2,90.94,4,0,4,1,0,49483
10.19,29.48,20,9,13,5,144.49,3,2,1,1,1,50176
10.19,24.98,13,11,12,5,183.98,3,2,2,1,1,48375
10.19,28,25,4,11,5,165.38,4,2,2,1,1,44625
10.19,21.5,14,7,9,4,131,3,2,2,1,1,52672
10.19,13.19,25,4,13,5,144.33,3,2,2,1,1,44343
10.19,24.46,9,11,15,5,152.65,3,2,2,1,1,73698
10.19,17.1,32,6,11,5,118.99,3,2,2,1,1,29414
10.19,21.02,5,6,14,5,145.88,3,2,2,1,1,53222
10.19,19.29,6,13,15,5,160.19,3,2,2,1,1,58056
10.19,135,46,0,1,3,56.5,3,2,2,1,0,220885
10.19,90.75,8,0,4,3,244.6,5,3,4,1,0,80948
10.19,13.76,5,4,11,5,69.16,2,1,1,1,1,59283
10.19,50,48,0,2,3,75.44,2,2,2,1,0,82052
10.19,26.88,14,6,11,5,159.81,3,2,2,1,1,57944
10.19,19.08,8,12,15,5,180.91,3,2,2,1,1,80703
10.19,15.42,27,4,11,5,119.03,3,2,2,1,1,25204
10.19,32.13,6,11,12,5,157.53,3,2,2,1,1,62210
10.19,72,29,0,5,3,267.69,5,3,3,1,1,35936
10.19,129,35,0,2,3,129.92,5,5,3,1,0,101601
10.19,11.75,24,7,22,5,173.21,4,2,2,1,1,44455
10.19,11.25,27,8,14,5,131.95,3,2,2,1,1,39027
10.19,18.88,27,2,7,4,127.87,3,2,2,1,1,41839
10.19,29.27,38,4,5,2,100.02,3,2,2,1,0,41492
10.19,18.6,13,2,12,5,126.71,3,2,2,1,1,49720
10.19,22.89,5,13,14,5,159.09,3,2,2,1,1,53429
10.19,10.58,24,3,14,5,118.57,2,2,2,1,1,43856
10.19,23.64,27,5,8,4,132.51,3,2,2,1,1,50411
10.19,12.12,37,4,5,2,44.35,1,1,1,1,1,48478
10.19,13.32,25,4,15,5,119.44,3,2,2,1,1,42113
10.19,13.93,19,13,14,5,112.2,3,2,2,1,1,56952
10.19,63,34,0,2,3,109.42,4,3,2,1,0,97606
10.19,15.04,11,5,15,5,143.44,3,2,2,1,1,59311
10.19,40.29,36,5,5,2,93.68,3,2,2,1,1,38429
10.19,4.4,23,15,16,1,44.78,1,1,1,1,1,44663
10.19,113,47,0,2,3,116.96,3,2,2,1,0,51300
10.19,10.62,27,6,16,5,121.29,3,2,2,1,1,51360
10.19,23.26,38,1,5,2,72.35,2,2,1,1,0,71873
10.19,28.71,28,12,14,5,197.97,4,2,2,1,1,41926
10.19,25.19,9,10,15,5,156.5,3,2,2,1,1,70288
10.19,26.61,33,1,5,2,85.82,4,2,2,1,0,71079
10.19,21.27,5,9,12,5,165.75,3,2,2,1,1,63257
10.19,12.48,37,4,5,2,49.22,2,2,1,1,0,46729
10.19,16.88,29,4,7,4,108.59,3,2,2,1,0,46966
10.19,14.23,26,8,8,4,106.55,3,2,2,1,1,50211
10.19,18.45,27,6,7,4,115.83,3,2,2,1,1,44030
10.19,26.2,14,3,11,5,157.26,3,2,2,1,1,60282
10.19,10.74,25,12,16,5,85.08,2,1,1,1,1,45839
10.19,12.48,28,5,7,4,73.93,2,1,1,1,1,47342
10.19,14.43,15,3,20,5,168.78,3,2,2,1,1,63278
10.19,25.33,26,2,5,2,82.85,3,2,1,1,0,47073
10.19,10.29,24,5,8,4,64.2,1,1,1,1,1,56075
10.19,7.86,27,15,16,5,89.82,2,2,2,1,1,51214
10.19,22.7,26,6,7,4,126.3,3,2,2,1,0,45922
10.19,40.57,36,5,5,2,103.86,3,2,2,1,1,36588
10.19,40.85,36,2,5,2,104.13,3,2,2,1,1,39374
10.19,83.82,34,0,2,3,122.99,3,4,2,1,0,89438
10.19,2.71,23,9,16,1,30.06,1,1,1,1,1,52562
10.19,25.19,9,13,15,5,156.47,2,2,2,1,1,75414
10.19,29.27,38,3,5,2,100.02,3,2,2,1,0,39992
10.19,10.82,27,5,16,5,122.08,2,2,2,1,1,45872
10.19,24.02,6,11,15,5,247.67,4,2,2,1,1,50067
10.19,17.08,6,11,15,5,159.57,3,2,2,1,1,57060
10.19,125.39,16,0,4,3,211.95,4,3,3,1,0,73602
10.19,21,35,0,2,3,31.12,3,3,2,1,0,64267
10.19,5.24,23,3,7,1,31,1,0,1,1,0,50968
10.19,3.7,24,10,16,1,27.91,1,1,1,1,1,46578
10.19,4.71,23,8,14,1,56.47,1,1,1,1,1,57199
10.19,23.6,26,4,7,4,154.49,4,2,2,1,1,37867
10.19,22.16,6,3,14,5,149.51,3,2,2,1,1,49161
10.19,21.28,25,9,9,4,138.28,3,2,2,1,1,51056
10.19,13.76,5,6,11,5,70.33,2,2,2,1,1,60572
10.19,6.7,23,5,14,5,65.85,2,2,1,1,1,55429
10.19,13.76,5,2,10,4,68.1,2,2,2,1,1,61674
10.19,13.76,5,5,11,5,69.67,2,1,2,1,1,59279
10.19,19.5,28,6,7,4,117.78,3,2,2,1,1,43301
10.19,11.34,29,5,7,4,67.63,2,2,1,1,1,47323
10.19,17.62,7,3,15,5,159.78,3,2,2,1,1,54012
10.19,30.27,24,6,7,4,176.86,3,2,2,1,1,31663
10.19,20.38,26,2,7,4,117.66,3,2,2,1,1,52269
10.19,133.73,31,0,2,3,140.93,7,2,3,1,0,59604
10.19,8.12,22,3,15,5,81.78,2,2,2,1,1,48912
10.19,10.02,27,4,14,5,131.27,3,2,2,1,1,30469
10.19,20.59,37,4,5,2,61.98,2,2,1,1,0,50016
10.19,19.24,19,6,14,5,171.28,4,2,2,1,1,52546
10.19,199.27,23,0,3,3,146.95,4,2,2,1,1,42531
10.19,19.04,26,11,14,5,125.34,3,2,2,1,1,51061
10.19,15.94,5,5,11,5,99.48,3,2,2,1,1,54785
10.19,11.83,25,2,9,4,68.73,3,2,1,1,1,55289
10.19,19.98,13,3,14,5,151.03,3,2,2,1,0,59591
10.19,100,31,0,2,3,169.24,4,2,3,1,0,67951
10.19,30.82,39,4,4,2,64.44,5,0,1,1,1,38796
10.19,20.38,26,5,7,4,103.48,3,2,2,1,1,58949
10.19,15.23,24,6,8,4,93.44,3,2,1,1,1,50942
10.19,33.36,14,3,11,5,215.13,4,2,2,1,1,63024
10.19,9.28,24,9,12,5,68.23,2,2,1,1,1,57160
10.19,23.04,26,2,8,4,133.2,3,2,2,1,1,48048
10.19,22.26,33,5,5,2,101.56,3,2,2,1,0,31312
10.19,428.16,25,0,3,3,229.3,6,2,4,1,0,41430
10.19,33.1,38,5,5,2,85.33,3,2,1,1,0,39611
10.19,15.34,25,4,9,4,94.51,3,2,2,1,1,46344
10.19,7.97,12,3,14,1,78.61,1,1,1,1,1,68694
10.19,82,36,0,2,3,114.95,4,2,2,1,0,76555
10.19,42.94,28,6,7,4,218.21,4,2,2,1,1,34829
10.19,15.5,27,7,7,4,90.87,3,2,2,1,1,55788
10.19,20,40,5,5,2,74.35,3,2,1,1,0,49765
10.19,328,46,0,1,3,72.2,3,2,1,1,0,351108
10.19,10.83,27,3,12,5,134.64,3,2,2,1,1,50134
10.19,31.34,5,6,19,5,271.1,4,2,2,1,1,79970
10.19,22.55,30,7,7,4,139.53,4,0,4,1,1,58769
10.19,123,12,0,4,3,254.13,5,2,3,1,0,70830
10.19,27.66,6,13,15,5,164.16,2,2,2,1,1,59089
10.19,20.21,25,6,19,5,241.21,4,2,2,1,1,46557
10.19,24.17,32,3,5,2,110.92,3,2,2,1,1,36967
10.19,17.69,6,10,14,5,119.27,3,2,2,1,1,55337
10.19,116,37,0,2,3,107.49,5,2,2,1,0,115546
10.19,153,34,0,2,3,250.65,6,4,4,1,0,119689
10.19,22.76,27,4,5,2,92.36,2,2,1,1,1,51971
10.19,152,46,0,1,3,55.25,0,0,0,0,0,212670
10.19,24.6,29,5,7,4,143.49,3,2,2,1,1,42372
10.19,8.12,22,8,15,5,84.26,2,2,1,1,1,41538
10.19,17.53,26,5,7,4,124.13,3,2,2,1,1,54378
10.19,27.86,26,7,7,4,146.1,5,2,2,1,1,51677
10.19,5.97,25,6,16,1,46.92,1,1,1,1,1,50085
10.19,27,7,2,15,5,250.27,3,2,2,1,1,64650
10.19,19.9,26,8,8,4,117.54,3,2,2,1,0,51046
10.19,79,40,0,2,3,79.4,5,1,4,1,0,142317
10.19,19.1,25,7,11,5,111.54,3,2,2,1,1,51641
10.19,15.96,25,9,11,5,105.39,2,2,1,1,1,53610
10.19,21.36,28,4,7,4,115.55,3,2,2,1,1,40242
10.19,81,31,0,2,3,131.2,3,2,2,1,0,87652
10.19,29.02,6,15,15,5,171.49,3,2,2,1,1,68117
10.19,16.14,19,2,14,5,129.82,3,2,2,1,1,49299
10.19,24.07,26,5,7,4,111.31,3,2,2,1,1,51658
10.19,23.5,26,4,8,4,141.54,4,2,2,1,1,43804
